Season,GameID,Drive,n.sacks,n.completions,n.incompletions,n.stuffed.runs,n.positive.runs,n.negative.plays,n.fumbles,first.downs.gained,third.downs.converted,takeaway.nonscore,turnover.nonscore,punt.safety,pts.scored,ST.return.yards.net,off.ST.start.pos,off.ST.yards.gained
2009,2009091000,1,0,1,0,1,0,1,0,0,0,0,0,1,0,24,58,48
2009,2009091000,2,0,1,0,2,0,1,0,0,0,0,0,1,0,-2,98,-4
2009,2009091000,3,1,3,0,1,0,2,0,1,0,0,0,1,0,-19,43,-38
2009,2009091000,4,0,1,0,0,2,0,0,2,0,0,1,0,0,37,89,107
2009,2009091000,5,1,0,0,0,2,1,0,0,0,0,0,1,0,-9,73,-18
2009,2009091000,6,0,5,0,0,1,1,0,2,0,0,0,0,0,16,74,46
2009,2009091000,7,0,0,0,0,2,0,0,0,0,0,0,0,0,44,79,47
2009,2009091000,8,1,1,0,1,1,2,0,1,0,0,0,1,0,-10,44,-20
2009,2009091000,9,0,4,0,2,2,2,0,2,0,0,0,1,0,32,95,64
2009,2009091000,10,0,4,0,1,3,1,0,3,0,0,1,0,0,31,73,91
2009,2009091000,11,0,4,0,0,0,0,0,0,0,0,0,0,7,34,79,113
2009,2009091000,12,0,2,0,0,0,0,0,0,0,0,0,0,7,14,71,85
2009,2009091000,13,1,4,0,0,0,2,0,1,0,0,0,0,0,80,73,98
2009,2009091000,14,0,2,0,1,3,0,1,2,0,0,0,0,0,5,79,42
2009,2009091000,15,0,0,0,1,2,0,0,0,0,0,0,1,0,45,54,90
2009,2009091000,16,0,0,0,2,1,1,1,0,0,1,1,1,0,-2,95,-4
2009,2009091000,17,0,1,0,1,2,1,0,1,0,0,0,1,0,23,54,46
2009,2009091000,18,0,3,0,0,2,2,0,1,0,0,0,1,0,26,90,52
2009,2009091000,19,0,1,0,1,1,0,0,0,0,0,0,1,0,5,85,10
2009,2009091000,20,0,4,0,1,1,1,0,2,0,0,0,0,3,45,63,81
2009,2009091000,21,1,7,0,1,2,2,0,5,0,0,0,0,3,32,70,88
2009,2009091000,22,0,1,0,0,0,0,0,1,0,0,0,1,0,23,82,46
2009,2009091000,23,0,4,0,0,0,0,1,1,0,0,0,0,0,4,58,28
2009,2009091000,24,0,0,0,0,3,1,0,0,0,0,0,0,0,4,96,96
2009,2009091000,25,0,5,0,0,2,0,0,3,0,0,0,0,3,33,78,96
2009,2009091300,1,0,4,0,1,3,0,0,4,0,0,1,0,0,42,71,89
2009,2009091300,2,1,0,0,0,2,0,1,0,0,0,0,0,0,37,68,42
2009,2009091300,3,0,1,0,0,0,1,0,0,0,0,0,1,0,6,37,12
2009,2009091300,4,1,5,0,0,3,1,0,3,1,0,0,1,0,-7,88,-14
2009,2009091300,5,0,6,0,2,5,3,0,5,1,0,0,0,7,1,89,90
2009,2009091300,6,0,1,0,1,2,0,0,1,0,0,0,1,0,39,86,78
2009,2009091300,7,0,0,0,0,2,0,0,0,0,0,0,1,0,11,76,22
2009,2009091300,8,0,2,0,0,1,0,1,1,0,0,0,0,0,26,64,74
2009,2009091300,9,1,2,0,0,0,1,0,1,0,0,0,0,3,36,31,49
2009,2009091300,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,82,66
2009,2009091300,11,0,0,0,1,1,1,0,0,0,0,0,1,0,36,84,72
2009,2009091300,12,0,1,0,0,1,0,0,0,0,0,0,1,0,9,71,18
2009,2009091300,13,2,1,0,0,0,1,0,0,0,0,0,1,0,-6,74,-12
2009,2009091300,14,1,1,0,0,1,1,0,0,0,0,0,1,0,10,48,20
2009,2009091300,15,0,2,0,1,6,2,0,3,0,0,0,0,0,39,80,72
2009,2009091300,16,0,1,0,0,0,0,0,0,0,0,0,0,6,20,20,40
2009,2009091300,17,0,1,0,0,1,0,1,1,0,0,0,0,0,38,86,52
2009,2009091300,18,0,2,0,1,2,1,0,2,1,0,1,0,0,38,38,56
2009,2009091300,19,0,2,0,0,0,0,0,0,0,0,0,1,0,33,72,66
2009,2009091300,20,0,4,0,1,1,1,0,2,0,0,0,0,3,50,69,88
2009,2009091300,21,0,8,0,0,2,1,0,5,2,0,0,0,7,9,76,85
2009,2009091300,22,0,0,0,0,4,2,0,0,0,0,0,0,0,-2,34,24
2009,2009091301,1,0,0,0,1,1,1,0,0,0,0,0,1,0,52,74,104
2009,2009091301,2,0,3,0,1,1,1,0,3,0,0,0,0,3,44,80,98
2009,2009091301,3,1,1,0,0,0,1,0,0,0,0,0,1,0,6,75,12
2009,2009091301,4,0,6,0,0,6,0,0,4,0,0,0,0,7,3,70,73
2009,2009091301,5,0,2,0,1,0,1,0,0,0,0,0,1,0,4,84,8
2009,2009091301,6,0,1,0,1,0,1,0,0,0,0,0,1,0,11,92,22
2009,2009091301,7,0,0,0,1,2,0,0,0,0,0,0,1,0,34,71,68
2009,2009091301,8,0,1,0,0,1,0,0,0,0,0,0,1,0,2,91,4
2009,2009091301,9,1,5,0,0,3,2,1,4,1,0,1,0,6,41,30,48
2009,2009091301,10,0,3,0,2,3,3,0,1,1,0,0,0,0,2,69,23
2009,2009091301,11,0,2,0,0,6,1,0,3,0,0,0,0,0,70,80,117
2009,2009091301,12,0,1,0,0,1,0,0,1,0,0,0,0,7,2,6,8
2009,2009091301,13,0,2,0,0,7,0,0,4,1,0,0,0,7,9,64,73
2009,2009091301,14,0,1,0,0,2,1,0,0,0,0,0,1,0,29,80,58
2009,2009091301,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,52,0
2009,2009091301,16,0,1,0,1,2,1,0,1,0,0,0,0,3,53,90,108
2009,2009091301,17,0,3,0,1,4,1,0,4,0,0,0,0,7,1,76,77
2009,2009091301,18,0,5,0,0,0,0,0,3,0,0,0,0,7,10,80,90
2009,2009091301,19,0,3,0,0,5,0,0,4,0,0,0,0,7,31,74,105
2009,2009091301,20,2,0,0,0,0,1,2,0,0,0,0,0,0,9,79,1
2009,2009091301,21,0,0,0,1,3,1,0,0,0,0,0,0,7,1,9,10
2009,2009091301,22,0,2,0,0,0,0,0,1,0,0,0,0,0,6,66,26
2009,2009091302,1,0,2,0,1,9,3,0,5,2,0,0,0,7,11,70,81
2009,2009091302,2,0,1,0,0,3,1,0,1,1,0,0,1,0,49,74,98
2009,2009091302,3,0,0,0,0,1,0,0,0,0,0,0,0,0,-3,75,1
2009,2009091302,4,0,1,0,0,1,1,0,0,0,0,0,0,3,49,32,50
2009,2009091302,5,1,0,0,1,0,0,1,0,0,0,0,0,-6,2,75,2
2009,2009091302,6,0,1,0,2,2,2,0,1,0,0,0,1,0,20,80,40
2009,2009091302,7,0,0,0,0,1,0,0,0,0,0,0,0,6,37,30,0
2009,2009091302,8,0,1,0,0,0,0,0,0,0,0,0,0,7,15,9,24
2009,2009091302,9,1,0,0,0,2,1,0,0,0,0,0,1,0,-6,65,-12
2009,2009091302,10,0,4,0,0,5,0,1,4,0,0,0,0,7,4,74,78
2009,2009091302,11,0,4,0,0,1,1,0,1,0,0,0,0,3,22,25,43
2009,2009091302,12,0,2,0,0,2,0,0,2,0,0,0,1,0,36,85,72
2009,2009091302,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,72
2009,2009091302,14,0,1,0,1,6,0,0,3,1,0,0,0,0,10,80,60
2009,2009091302,15,1,0,0,0,1,1,0,0,0,0,0,0,0,11,65,3
2009,2009091302,16,0,1,0,0,2,0,0,0,0,0,0,0,7,3,10,13
2009,2009091302,17,0,0,0,0,0,0,0,0,0,0,0,0,0,28,76,28
2009,2009091302,18,0,1,0,1,2,1,1,1,0,0,0,1,0,10,72,20
2009,2009091302,19,0,1,0,0,1,0,0,1,1,0,0,1,0,15,67,30
2009,2009091302,20,1,3,0,0,2,0,1,1,0,0,0,0,0,35,80,61
2009,2009091302,21,1,1,0,0,0,2,0,0,0,0,0,1,0,57,35,114
2009,2009091302,22,0,1,0,1,0,1,0,0,0,0,0,1,0,17,80,34
2009,2009091302,23,0,0,0,0,1,0,0,0,0,0,0,0,0,2,65,5
2009,2009091302,24,0,2,0,0,3,2,0,1,1,0,1,0,0,51,42,60
2009,2009091302,25,0,1,0,0,1,0,1,0,0,0,0,0,0,47,59,56
2009,2009091302,26,1,1,0,0,2,1,0,0,0,0,1,0,0,-9,47,0
2009,2009091302,27,1,5,0,1,2,1,0,3,1,0,1,0,0,-1,53,51
2009,2009091302,28,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,98,95
2009,2009091303,1,0,0,0,0,3,0,0,1,0,0,0,1,0,58,80,116
2009,2009091303,2,0,2,0,2,2,1,0,2,1,0,0,1,0,53,88,106
2009,2009091303,3,0,0,0,1,1,0,0,0,0,0,0,1,0,28,84,56
2009,2009091303,4,0,3,0,0,5,1,1,2,1,0,0,0,0,44,50,84
2009,2009091303,5,2,1,0,0,0,2,0,0,0,0,0,1,0,-5,56,-10
2009,2009091303,6,1,1,0,0,1,1,0,0,0,0,0,1,0,48,68,96
2009,2009091303,7,0,2,0,0,0,0,0,0,0,0,0,1,0,3,84,6
2009,2009091303,8,0,3,0,2,3,1,0,2,0,0,0,0,0,20,67,60
2009,2009091303,9,0,1,0,0,1,0,0,0,0,0,0,1,0,24,80,48
2009,2009091303,10,0,1,0,0,4,0,0,1,0,0,0,1,0,0,68,0
2009,2009091303,11,0,3,0,0,3,0,0,2,1,0,0,0,3,48,82,100
2009,2009091303,12,0,3,0,0,0,0,0,1,0,0,0,1,0,54,80,108
2009,2009091303,13,0,1,0,1,1,2,0,0,0,0,0,1,0,6,86,12
2009,2009091303,14,2,0,0,0,1,2,0,0,0,0,0,1,0,-6,45,-12
2009,2009091303,15,0,2,0,1,3,2,0,2,0,0,0,1,0,44,95,88
2009,2009091303,16,0,1,0,1,0,1,0,0,0,0,0,1,0,14,83,28
2009,2009091303,17,0,1,0,0,2,0,0,1,0,0,0,0,3,50,66,84
2009,2009091303,18,0,3,0,0,0,1,0,0,0,0,0,1,0,39,85,78
2009,2009091303,19,1,6,0,0,3,4,0,2,0,0,0,1,0,-7,65,-14
2009,2009091303,20,0,6,0,2,3,2,0,4,0,0,0,0,7,1,91,92
2009,2009091303,21,0,1,0,0,0,0,0,0,0,0,0,0,6,87,87,174
2009,2009091303,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,5
2009,2009091304,1,0,2,0,0,3,0,0,2,1,0,0,0,3,37,51,68
2009,2009091304,2,0,1,0,1,1,1,0,0,0,0,0,1,0,-1,70,-2
2009,2009091304,3,0,1,0,1,2,1,0,0,0,0,0,1,0,18,78,36
2009,2009091304,4,1,2,0,1,6,2,0,3,0,0,0,0,3,21,49,67
2009,2009091304,5,1,1,0,1,0,1,0,0,0,0,0,1,0,-9,86,-18
2009,2009091304,6,0,2,0,1,1,1,0,1,0,0,0,0,7,1,23,24
2009,2009091304,7,0,3,0,1,5,1,2,4,0,0,0,0,3,20,75,93
2009,2009091304,8,0,1,0,2,0,0,0,0,0,0,0,1,0,29,80,58
2009,2009091304,9,0,0,0,1,1,2,0,0,0,0,0,1,0,11,58,22
2009,2009091304,10,1,1,0,0,0,1,0,0,0,0,0,1,0,10,85,20
2009,2009091304,11,0,1,0,0,0,0,0,0,0,0,0,1,6,14,30,28
2009,2009091304,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2,61,22
2009,2009091304,13,0,1,0,2,5,2,0,4,1,0,0,0,7,1,55,56
2009,2009091304,14,0,0,0,0,2,0,0,1,0,0,0,0,0,18,72,40
2009,2009091304,15,1,4,0,1,7,2,0,5,0,0,0,0,7,6,82,88
2009,2009091304,16,0,3,0,0,2,1,0,3,1,0,0,1,0,28,81,56
2009,2009091304,17,0,0,0,0,2,0,0,1,0,0,0,1,0,1,88,2
2009,2009091304,18,1,3,0,0,0,1,1,1,1,0,0,0,0,34,73,47
2009,2009091304,19,1,1,0,0,3,2,0,1,0,0,0,0,3,37,34,51
2009,2009091304,20,0,1,0,0,0,1,0,0,0,0,0,1,0,8,74,16
2009,2009091304,21,0,0,0,0,1,0,0,0,0,0,0,0,7,64,64,128
2009,2009091304,22,1,1,0,0,0,1,0,1,0,0,1,0,0,52,81,69
2009,2009091304,23,0,0,0,1,1,1,0,0,0,0,0,1,0,20,36,40
2009,2009091304,24,1,7,0,0,1,2,0,3,0,0,0,0,7,26,80,106
2009,2009091304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,55,9
2009,2009091306,1,0,4,0,1,3,0,0,4,0,0,0,0,0,-2,80,74
2009,2009091306,2,1,5,0,0,3,1,0,2,0,0,0,1,0,3,80,6
2009,2009091306,3,0,6,0,0,4,0,1,4,0,0,0,0,0,4,88,66
2009,2009091306,4,0,2,0,1,5,0,0,3,0,0,0,0,3,24,65,83
2009,2009091306,5,1,4,0,1,4,1,0,3,0,0,0,0,7,3,78,81
2009,2009091306,6,0,3,0,0,2,0,0,2,0,0,0,0,3,46,69,87
2009,2009091306,7,0,1,0,0,1,0,0,0,0,0,1,0,0,8,63,17
2009,2009091306,8,0,0,0,0,0,0,0,0,0,0,1,0,0,63,45,63
2009,2009091306,9,0,1,0,0,2,0,0,2,0,0,0,1,0,45,72,90
2009,2009091306,10,0,5,0,0,4,1,0,4,1,0,0,0,7,35,86,121
2009,2009091306,11,0,0,0,0,2,0,0,0,0,0,0,1,0,43,80,86
2009,2009091306,12,0,2,0,0,0,0,0,0,0,0,0,1,0,5,63,10
2009,2009091306,13,0,0,0,0,1,1,0,0,0,0,0,1,0,12,91,24
2009,2009091306,14,0,1,0,1,0,1,0,0,0,0,1,0,0,52,34,52
2009,2009091306,15,0,2,0,1,7,0,0,3,1,0,0,0,6,32,58,90
2009,2009091306,16,0,3,0,1,2,0,0,2,0,0,0,1,0,6,80,12
2009,2009091306,17,0,0,0,0,2,0,0,0,0,0,0,1,0,7,99,14
2009,2009091306,18,0,2,0,1,3,0,0,2,0,0,1,0,0,35,67,67
2009,2009091306,19,0,1,0,0,0,0,0,0,0,0,1,0,0,23,65,25
2009,2009091306,20,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,37,-4
2009,2009091307,1,0,3,0,1,1,0,0,2,0,0,0,0,7,9,54,63
2009,2009091307,2,0,1,0,0,1,0,0,0,0,0,0,1,0,57,80,114
2009,2009091307,3,0,2,0,0,1,0,0,1,0,0,0,0,7,39,53,92
2009,2009091307,4,0,3,0,1,3,1,0,3,1,0,0,0,3,47,80,98
2009,2009091307,5,0,1,0,0,1,1,0,0,0,0,0,1,0,11,81,22
2009,2009091307,6,0,0,0,0,1,0,0,0,0,0,0,1,0,5,68,10
2009,2009091307,7,0,1,0,0,1,0,0,0,0,0,0,1,0,31,88,62
2009,2009091307,8,0,2,0,1,1,1,0,0,0,0,0,0,7,4,13,17
2009,2009091307,9,0,1,0,0,4,0,0,3,1,0,0,0,0,26,81,49
2009,2009091307,10,0,0,0,1,1,0,0,0,0,0,0,1,0,30,76,60
2009,2009091307,11,0,4,0,0,5,1,1,3,0,1,1,0,7,15,65,80
2009,2009091307,12,1,1,0,0,1,1,0,1,0,0,0,1,0,32,80,64
2009,2009091307,13,0,4,0,0,0,0,0,1,0,0,0,0,7,15,59,74
2009,2009091307,14,0,1,0,0,0,0,0,0,0,0,0,1,0,54,30,108
2009,2009091307,15,0,0,0,0,0,1,0,0,0,0,0,0,0,45,15,40
2009,2009091307,16,0,0,0,1,0,1,0,1,0,0,1,0,0,34,30,48
2009,2009091307,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,70
2009,2009091307,18,0,1,0,3,2,1,0,2,0,0,0,0,7,1,71,72
2009,2009091307,19,0,4,0,0,4,1,0,3,0,0,0,0,3,39,84,103
2009,2009091307,20,0,1,0,2,0,1,0,1,0,0,0,0,3,24,12,30
2009,2009091307,21,0,1,0,0,0,0,0,0,0,0,0,0,7,58,58,116
2009,2009091307,22,0,1,0,0,0,0,0,1,0,0,0,0,0,13,84,32
2009,2009091307,23,0,0,0,0,0,0,1,0,0,1,1,0,-6,65,30,65
2009,2009091307,24,0,5,0,1,6,1,0,5,2,0,0,0,7,13,78,91
2009,2009091307,25,0,5,0,0,1,0,0,3,1,0,0,0,0,41,83,88
2009,2009091307,26,0,0,0,2,6,2,0,2,0,0,0,0,0,14,44,44
2009,2009091308,1,1,2,0,2,3,2,0,3,1,0,0,0,3,51,64,82
2009,2009091308,2,0,4,0,0,4,1,0,4,0,0,1,0,0,17,80,77
2009,2009091308,3,0,1,0,0,4,0,0,2,0,0,0,0,3,22,48,66
2009,2009091308,4,0,1,0,3,6,1,0,2,0,0,0,0,7,1,78,79
2009,2009091308,5,0,0,0,0,2,0,0,1,0,0,0,1,0,0,83,0
2009,2009091308,6,0,1,0,0,2,0,0,1,0,0,0,1,0,50,80,100
2009,2009091308,7,0,3,0,1,2,1,0,2,1,0,0,1,0,1,90,2
2009,2009091308,8,0,1,0,0,2,1,0,0,0,0,0,1,0,4,86,8
2009,2009091308,9,0,2,0,0,0,0,0,1,0,0,0,0,7,42,56,98
2009,2009091308,10,0,2,0,0,0,0,0,0,0,0,1,0,0,46,78,96
2009,2009091308,11,0,1,0,0,2,0,0,1,0,0,0,1,0,56,80,112
2009,2009091308,12,0,2,0,1,0,0,0,1,0,0,0,0,7,66,79,145
2009,2009091308,13,0,2,0,0,1,0,0,0,0,0,0,1,0,2,80,4
2009,2009091308,14,0,1,0,1,0,1,0,0,0,0,0,1,0,52,86,104
2009,2009091308,15,0,1,0,0,1,0,0,0,0,0,0,1,0,3,58,6
2009,2009091308,16,0,2,0,0,1,0,0,1,0,0,0,1,0,54,88,108
2009,2009091308,17,0,3,0,2,4,2,1,5,0,0,0,0,7,1,84,85
2009,2009091308,18,0,1,0,0,1,0,0,0,0,0,0,0,7,80,81,161
2009,2009091308,19,0,4,0,0,3,0,0,3,0,0,1,0,0,44,69,87
2009,2009091308,20,0,2,0,0,4,0,0,3,0,0,0,0,7,6,74,80
2009,2009091308,21,0,6,0,0,1,0,0,3,0,0,0,0,7,2,72,74
2009,2009091308,22,0,0,0,1,1,0,0,0,0,0,0,0,0,3,32,9
2009,2009091309,1,0,1,0,0,2,0,0,1,0,0,0,1,0,4,80,8
2009,2009091309,2,0,1,0,2,0,2,0,0,0,0,0,1,0,13,74,26
2009,2009091309,3,0,1,0,0,2,2,0,0,0,0,0,0,0,4,71,-4
2009,2009091309,4,0,1,0,0,2,0,0,1,0,0,0,0,3,37,36,54
2009,2009091309,5,0,1,0,0,1,0,0,0,0,0,0,1,0,5,92,10
2009,2009091309,6,1,1,0,1,0,1,0,2,0,0,0,0,3,50,86,104
2009,2009091309,7,0,3,0,1,0,2,0,1,0,0,0,0,3,44,78,96
2009,2009091309,8,0,3,0,2,0,1,0,2,1,0,0,1,0,35,78,70
2009,2009091309,9,1,1,0,1,0,1,0,0,0,0,0,1,0,9,89,18
2009,2009091309,10,0,1,0,1,0,1,0,0,0,0,0,1,0,12,73,24
2009,2009091309,11,0,1,0,0,1,1,0,0,0,0,0,1,0,31,77,62
2009,2009091309,12,0,2,0,0,3,0,0,2,0,0,0,0,7,6,68,74
2009,2009091309,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,80,8
2009,2009091309,14,2,0,0,0,1,1,1,0,0,0,0,0,0,40,34,30
2009,2009091309,15,1,4,0,0,0,1,0,4,0,0,0,0,3,29,60,78
2009,2009091309,16,0,0,0,1,1,0,0,0,0,0,0,1,0,44,80,88
2009,2009091309,17,0,2,0,2,0,1,0,1,0,0,0,1,0,43,66,86
2009,2009091309,18,0,0,0,1,2,1,0,0,0,0,0,1,0,4,80,8
2009,2009091309,19,0,3,0,1,3,1,0,2,0,0,0,0,7,5,69,74
2009,2009091309,20,1,0,0,0,0,1,0,0,0,0,0,1,0,-5,82,-10
2009,2009091309,21,0,3,0,1,2,2,0,3,0,0,0,0,3,43,61,79
2009,2009091309,22,0,9,0,0,2,1,0,4,1,0,0,0,7,3,80,83
2009,2009091309,23,0,3,0,0,0,0,0,1,0,0,0,1,0,46,84,92
2009,2009091309,24,0,0,0,1,2,1,0,0,0,0,0,1,0,-4,98,-8
2009,2009091309,25,0,2,0,0,0,2,0,0,0,0,1,0,0,55,38,60
2009,2009091309,26,0,0,0,1,2,1,0,0,0,0,0,1,0,-2,67,-4
2009,2009091309,27,1,2,0,0,0,0,1,1,0,0,0,0,0,28,88,70
2009,2009091310,1,0,5,0,1,4,0,1,3,0,0,0,0,3,28,78,95
2009,2009091310,2,1,1,0,0,2,1,1,1,0,0,0,1,0,38,71,76
2009,2009091310,3,0,3,0,1,4,1,0,2,0,0,1,0,0,3,80,80
2009,2009091310,4,0,0,0,2,1,0,0,0,0,0,0,1,0,3,97,6
2009,2009091310,5,0,2,0,1,2,1,0,1,0,0,0,0,7,30,44,74
2009,2009091310,6,0,2,0,0,1,0,0,2,0,0,0,0,0,25,74,57
2009,2009091310,7,1,2,0,0,4,0,1,3,0,0,0,0,0,37,75,83
2009,2009091310,8,1,1,0,0,1,0,1,1,0,0,0,0,0,37,63,48
2009,2009091310,9,0,4,0,0,2,1,1,2,0,0,0,0,7,8,77,85
2009,2009091310,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,60,22
2009,2009091310,11,0,3,0,0,4,0,0,2,0,0,0,1,0,8,80,16
2009,2009091310,12,0,1,0,1,1,1,0,1,0,0,0,1,0,-5,92,-10
2009,2009091310,13,0,1,0,2,3,2,1,1,0,0,0,1,0,-2,80,-4
2009,2009091310,14,0,0,0,0,1,0,0,0,0,0,0,0,0,18,90,20
2009,2009091310,15,1,1,0,1,0,2,0,0,0,0,0,0,3,27,11,29
2009,2009091310,16,0,2,0,2,2,2,0,2,0,0,0,0,3,45,71,89
2009,2009091310,17,0,1,0,1,0,0,0,0,0,0,0,1,0,40,62,80
2009,2009091310,18,1,5,0,1,1,3,0,3,0,0,0,0,3,28,76,94
2009,2009091310,19,0,5,0,0,1,0,0,2,0,0,0,0,7,17,72,89
2009,2009091310,20,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,42,1
2009,2009091311,1,0,0,0,0,0,0,1,0,0,1,1,0,0,19,NA,NA
2009,2009091311,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0
2009,2009091311,3,0,1,0,0,1,1,0,0,0,0,0,1,0,5,80,10
2009,2009091311,4,0,0,0,1,1,1,0,0,0,0,0,1,0,47,70,94
2009,2009091311,5,0,2,0,1,2,1,0,1,0,0,0,1,0,10,68,20
2009,2009091311,6,0,1,0,0,0,0,1,0,0,0,0,0,0,38,73,38
2009,2009091311,7,0,1,0,1,0,1,1,0,0,0,0,1,0,43,38,86
2009,2009091311,8,0,4,0,0,2,0,0,4,0,0,0,0,0,12,96,72
2009,2009091311,9,0,4,0,1,3,3,0,4,0,0,1,0,0,37,67,85
2009,2009091311,10,0,6,0,0,6,1,0,4,0,0,0,0,7,1,73,74
2009,2009091311,11,1,0,0,1,0,2,0,0,0,0,0,1,0,-10,74,-20
2009,2009091311,12,0,5,0,0,4,0,0,3,1,0,0,0,7,12,69,81
2009,2009091311,13,0,0,0,0,1,0,0,0,0,0,0,0,0,2,80,62
2009,2009091311,14,0,2,0,0,2,0,0,1,0,0,0,1,0,6,74,12
2009,2009091311,15,0,4,0,0,1,1,0,2,1,0,0,1,0,10,80,20
2009,2009091311,16,0,4,0,0,3,0,0,3,0,0,0,0,7,33,99,132
2009,2009091311,17,0,0,0,0,1,0,0,0,0,0,0,1,0,10,80,20
2009,2009091311,18,0,0,0,0,1,0,0,0,0,0,0,0,7,62,62,124
2009,2009091311,19,1,2,0,0,2,1,0,1,0,0,0,1,0,2,80,4
2009,2009091311,20,0,2,0,1,5,0,0,2,0,0,0,1,0,2,80,4
2009,2009091311,21,1,0,0,0,1,1,0,0,0,0,0,1,0,-6,80,-12
2009,2009091311,22,0,1,0,2,2,1,0,1,0,0,0,1,0,-1,76,-2
2009,2009091311,23,0,2,0,0,2,1,0,3,0,0,1,0,0,10,88,91
2009,2009091311,24,0,0,0,1,2,1,0,0,0,0,0,1,0,-1,92,-2
2009,2009091311,25,0,4,0,0,0,0,0,2,0,0,0,0,0,1,86,45
2009,2009091312,1,0,2,0,1,2,1,0,1,0,0,1,0,0,49,51,69
2009,2009091312,2,0,0,0,0,1,0,0,0,0,0,0,1,0,57,61,114
2009,2009091312,3,1,3,0,1,0,2,0,1,0,0,0,1,0,37,78,74
2009,2009091312,4,0,4,0,0,1,0,0,4,0,0,0,0,0,31,82,82
2009,2009091312,5,0,0,0,0,2,0,0,0,0,0,0,1,0,56,57,112
2009,2009091312,6,0,0,0,1,1,1,0,0,0,0,0,1,0,14,80,28
2009,2009091312,7,1,1,0,0,0,1,0,0,0,0,0,1,0,8,59,16
2009,2009091312,8,0,0,0,1,1,1,0,0,0,0,0,1,0,26,80,52
2009,2009091312,9,0,5,0,0,3,2,0,3,1,0,0,0,3,52,78,96
2009,2009091312,10,0,1,0,1,0,0,0,1,0,0,0,0,0,2,76,70
2009,2009091312,11,1,0,0,1,0,1,0,0,0,0,0,1,-2,-11,86,-14
2009,2009091312,12,0,1,0,0,0,0,0,0,0,0,0,0,0,39,56,41
2009,2009091312,13,0,0,0,1,0,0,0,0,0,0,0,0,7,15,1,16
2009,2009091312,14,1,1,0,0,3,1,0,1,0,0,0,1,0,10,80,20
2009,2009091312,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,89,0
2009,2009091312,16,0,1,0,1,0,1,0,1,0,0,0,0,0,4,59,14
2009,2009091312,17,0,3,0,1,5,1,0,3,1,0,0,0,7,36,79,115
2009,2009091312,18,1,1,0,0,0,1,0,1,0,0,0,1,0,55,68,110
2009,2009091312,19,1,2,0,0,4,2,0,2,0,0,0,0,3,47,64,82
2009,2009091312,20,0,1,0,1,4,2,0,2,0,0,0,1,0,3,71,6
2009,2009091312,21,0,1,0,1,1,3,0,0,0,0,1,0,0,39,45,10
2009,2009091312,22,0,2,0,1,0,2,0,0,0,0,0,0,3,39,30,48
2009,2009091312,23,0,4,0,2,5,0,0,4,0,0,0,0,3,21,72,90
2009,2009091312,24,0,3,0,0,2,0,0,0,0,0,0,0,8,50,72,122
2009,2009091312,25,0,0,0,0,0,0,0,0,0,0,0,0,0,29,62,29
2009,2009091312,26,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,14,-2
2009,2009091400,1,0,1,0,0,1,0,0,0,0,0,1,0,0,40,49,49
2009,2009091400,2,0,1,0,0,1,1,0,0,0,0,0,1,0,32,60,64
2009,2009091400,3,0,3,0,0,5,1,0,4,1,0,1,0,0,41,83,100
2009,2009091400,4,0,2,0,0,4,1,0,4,0,0,0,0,7,11,68,79
2009,2009091400,5,1,0,0,0,1,1,0,0,0,0,0,1,0,-10,68,-20
2009,2009091400,6,0,2,0,1,1,0,0,0,0,0,0,1,0,46,73,92
2009,2009091400,7,0,5,0,3,4,2,0,5,1,0,0,0,7,1,72,73
2009,2009091400,8,0,3,0,0,1,1,0,1,0,0,0,1,0,55,80,110
2009,2009091400,9,0,0,0,0,0,0,0,0,0,0,0,0,-6,26,65,26
2009,2009091400,10,0,4,0,0,2,1,0,3,0,0,0,0,3,20,70,88
2009,2009091400,11,0,2,0,0,0,2,0,2,0,0,0,1,0,9,79,18
2009,2009091400,12,0,8,0,2,1,2,0,4,1,0,1,0,0,0,97,61
2009,2009091400,13,1,2,0,1,2,2,0,1,0,0,0,0,3,40,64,82
2009,2009091400,14,0,6,0,1,2,1,0,2,0,0,0,0,3,28,77,94
2009,2009091400,15,1,3,0,1,7,2,1,5,2,0,0,0,7,10,62,72
2009,2009091400,16,0,9,0,0,0,0,0,4,0,0,0,0,6,18,81,99
2009,2009091400,17,0,0,0,0,0,0,1,0,0,1,1,0,0,31,NA,NA
2009,2009091400,18,0,3,0,0,0,0,0,1,0,0,0,0,6,16,31,47
